County_Name,State,Population_1_year_and_over,Confirmed,Deaths,geo_id,median_year_structure_built,Percent_income_spent_on_rent,Percent_Male,median_income,Percent_graduate_or_more,aggregate_time_travel_work,genie_index,Deaths_to_Pop_Percentage
Russell County,AL,57579,3359,10,1113,1983,29.4,0.486,38988,0.076353526,556540,0.4591,0.017367443
Dale County,AL,48783,3997,81,1045,1984,29.8,0.4965,44711,0.071128924,410670,0.4561,0.166041449
Shelby County,AL,206264,18693,114,1117,1994,26.6,0.4859,74063,0.20100851,2732920,0.4275,0.055268976
Etowah County,AL,102197,11805,168,1055,1973,28.4,0.4823,42064,0.086183738,927520,0.4441,0.164388387
Walker County,AL,64231,5930,174,1127,1981,32.2,0.4884,38872,0.056853139,687950,0.4566,0.27089723
Autauga County,AL,54293,5227,55,1001,1991,32.6,0.4888,55317,0.127620181,611325,0.4501,0.101302194
Chambers County,AL,33654,2886,69,1017,1975,26.9,0.4815,37342,0.054996251,329230,0.4592,0.205027634
Bullock County,AL,10436,997,28,1011,1983,34.1,0.536,29655,0.085680353,123845,0.482,0.268302031
Cleburne County,AL,14822,1184,23,1029,1983,24.3,0.4931,37396,0.0595,176540,0.4569,0.15517474
Franklin County,AL,31207,3681,48,1059,1978,26.4,0.502,39501,0.059583592,346930,0.4305,0.153811645
Covington County,AL,37172,3301,68,1039,1981,25.6,0.4833,39467,0.069595944,359460,0.4486,0.182933391
Crenshaw County,AL,13740,1202,44,1041,1978,25,0.4894,38937,0.053745511,154040,0.4664,0.320232897
Houston County,AL,102842,8681,148,1069,1982,28.8,0.4794,42803,0.09842449,905160,0.4797,0.143910076
Morgan County,AL,117722,12321,113,1103,1981,27.8,0.4931,47529,0.089458373,1180630,0.4566,0.095988855
Chilton County,AL,43229,3378,65,1021,1988,31.4,0.492,43501,0.064173786,554695,0.4693,0.150362025
St. Clair County,AL,86065,7599,120,1115,1994,26.8,0.5,53483,0.07221402,1094550,0.4102,0.139429501
Tuscaloosa County,AL,201914,20835,267,1125,1989,30.9,0.4829,50513,0.130132406,1944640,0.4607,0.132234516
Mobile County,AL,409170,30551,554,1097,1978,32.3,0.4778,45802,0.094963768,4067240,0.4729,0.135396046
Cherokee County,AL,25614,1609,30,1019,1986,32.7,0.4975,40041,0.074898512,252870,0.4534,0.117123448
Winston County,AL,23790,2290,35,1133,1984,26.6,0.4944,35362,0.067980754,230125,0.4525,0.147120639
Fayette County,AL,16457,1712,26,1057,1980,31,0.4917,36541,0.056370738,168900,0.4669,0.157987483
Geneva County,AL,26203,2033,35,1061,1980,24.5,0.4895,39293,0.046944074,269120,0.445,0.133572492
Sumter County,AL,13005,895,26,1119,1981,37.2,0.4611,21663,0.069276446,108730,0.5187,0.199923106
Cullman County,AL,81028,8094,105,1043,1984,29,0.4923,40997,0.072296015,819420,0.4482,0.129584835
Montgomery County,AL,224599,19192,305,1101,1978,31.4,0.4732,46545,0.155339101,1960115,0.4831,0.135797577
Lauderdale County,AL,91751,7631,83,1077,1977,26.8,0.4781,44888,0.104664391,928360,0.46,0.090462229
Coffee County,AL,50606,4462,56,1031,1984,27.6,0.4939,49821,0.107059916,466725,0.4486,0.110658815
Escambia County,AL,37156,3213,42,1053,1985,31.8,0.5137,35026,0.054340381,267190,0.4844,0.113036925
Marshall County,AL,93722,10236,107,1095,1980,28.5,0.4937,41104,0.078912928,881045,0.4816,0.114167431
Clarke County,AL,24447,2831,33,1025,1982,30.6,0.4731,33827,0.051968185,185110,0.5194,0.134985888
Jackson County,AL,51726,5837,41,1071,1978,28.6,0.4914,39281,0.06139496,501585,0.4537,0.079263813
Colbert County,AL,53992,5354,73,1033,1975,31.8,0.4803,45477,0.097993989,493810,0.4383,0.135205216
Baldwin County,AL,201089,16513,183,1003,1994,29.6,0.4894,52562,0.148746895,2239155,0.4618,0.091004481
Elmore County,AL,80090,7923,101,1051,1992,28.8,0.486,54981,0.106184577,892880,0.4374,0.126108128
Pike County,AL,32783,2513,29,1109,1986,34.3,0.4776,35684,0.094399609,272560,0.5169,0.088460483
Limestone County,AL,90659,8074,74,1083,1991,28.4,0.5005,52831,0.10606029,967385,0.4582,0.081624549
Washington County,AL,16665,1383,26,1129,1983,24,0.4981,42185,0.044851485,193740,0.4635,0.156015602
Dallas County,AL,40116,3051,96,1047,1974,34.3,0.4615,30065,0.063299506,307420,0.4974,0.239306013
Talladega County,AL,80192,6224,108,1121,1980,28.4,0.4839,39219,0.067120732,727605,0.4543,0.134676776
Lee County,AL,154934,12603,101,1081,1993,34.3,0.4928,47564,0.156063807,1515950,0.5008,0.065189048
Calhoun County,AL,114132,11206,200,1015,1977,29,0.4812,43686,0.09502391,1113310,0.4629,0.175235692
Madison County,AL,349262,27303,186,1089,1987,28.5,0.4886,61318,0.203115628,3446795,0.4668,0.053255149
Jefferson County,AL,650865,62752,920,1073,1973,30.9,0.4736,49321,0.158798393,6831400,0.501,0.141350357
Wilcox County,AL,10801,1036,21,1131,1984,26.7,0.4667,27012,0.042609462,70360,0.5175,0.194426442
Lincoln County,AR,13754,2963,30,5079,1982,28.3,0.6225,38873,0.028489689,76735,0.4404,0.218118366
Bradley County,AR,10888,1166,25,5011,1977,29.2,0.4786,36310,0.052224371,84795,0.4812,0.22961058
Randolph County,AR,17282,1737,44,5121,1979,31.1,0.4947,35930,0.058155886,178065,0.4698,0.254600162
Clay County,AR,15077,1486,39,5021,1972,30.6,0.4885,32219,0.047291093,140810,0.4468,0.25867215
Ashley County,AR,20622,1502,24,5003,1976,34.2,0.4875,36407,0.045678315,156480,0.4658,0.116380564
Arkansas County,AR,18152,1578,35,5001,1974,28.4,0.4787,38532,0.054400315,110185,0.4877,0.192816219
Fulton County,AR,11984,1002,38,5049,1981,31.9,0.4918,36051,0.055902425,92575,0.4285,0.317089453
Grant County,AR,17923,1281,26,5053,1986,25.4,0.4884,49968,0.076915588,215420,0.4633,0.145065
Jackson County,AR,17283,3009,29,5067,1974,28.9,0.492,32783,0.03989899,102870,0.5104,0.167794943
Cleveland County,AR,8294,690,23,5025,1984,23.1,0.5028,44840,0.065567334,95890,0.4299,0.277308898
Perry County,AR,10162,619,6,5105,1991,23.4,0.4957,46168,0.041731873,117510,0.4047,0.059043495
Lee County,AR,9442,1563,30,5077,1974,31.8,0.5674,27901,0.033333333,56335,0.5057,0.317729295
Phillips County,AR,19303,1492,30,5107,1972,31,0.4719,26652,0.049129075,118300,0.4972,0.155416257
Stone County,AR,12438,873,27,5137,1989,30.4,0.5016,33091,0.077947337,90490,0.4797,0.2170767
Calhoun County,AR,5157,298,2,5013,1976,44.5,0.5185,37225,0.050406504,51590,0.4405,0.038782238
Cross County,AR,16977,1715,41,5037,1977,26.8,0.4849,41081,0.066777311,165700,0.4725,0.24150321
Conway County,AR,20769,1794,21,5029,1979,32.1,0.4922,39638,0.064263828,207900,0.4629,0.101112235
Poinsett County,AR,23697,2762,70,5111,1976,26.8,0.49,37487,0.031065615,214095,0.4022,0.295396042
Lawrence County,AR,16620,1816,40,5075,1976,25.8,0.4938,37603,0.057648986,161450,0.4266,0.240673887
Ouachita County,AR,24104,1762,41,5103,1973,29.4,0.4737,32136,0.070984241,200900,0.4782,0.17009625
Desha County,AR,11901,1094,15,5041,1976,29.6,0.4587,27036,0.037186322,83415,0.4871,0.126039829
Hempstead County,AR,21692,1468,11,5057,1978,32.2,0.4685,38701,0.053651388,167320,0.4379,0.050709939
Van Buren County,AR,16623,990,10,5141,1985,34,0.4988,34428,0.064248601,149770,0.4465,0.060157613
Izard County,AR,13379,1485,29,5065,1981,27,0.5156,39135,0.060806067,88705,0.4082,0.216757605
Howard County,AR,13366,1248,20,5061,1979,28.1,0.4886,34851,0.04818602,106570,0.5268,0.149633398
Lafayette County,AR,7011,396,7,5073,1975,32.1,0.4907,32500,0.037754845,60190,0.5823,0.099843104
Drew County,AR,18427,1726,26,5043,1984,33.7,0.4882,36092,0.067318035,161255,0.4886,0.141097303
Newton County,AR,7884,611,26,5101,1981,25.7,0.5038,38134,0.069871795,86795,0.412,0.329781837
Sevier County,AR,16938,2268,23,5133,1982,24.3,0.5005,43675,0.047729022,176055,0.4036,0.135789349
Sharp County,AR,16922,1383,39,5135,1979,32.4,0.4892,31792,0.052474953,138545,0.4928,0.230469212
Woodruff County,AR,6696,499,5,5147,1975,31.4,0.4721,30097,0.028816987,44375,0.4976,0.074671446
Dallas County,AR,7532,616,12,5039,1976,24.5,0.4798,35794,0.04012278,77265,0.3893,0.159320234
Baxter County,AR,40713,2476,86,5005,1986,27.4,0.4832,40072,0.089345146,245265,0.445,0.211234741
Prairie County,AR,8222,679,17,5117,1979,23.9,0.4973,41244,0.049194415,85235,0.4182,0.206762345
Little River County,AR,12429,958,39,5081,1978,29,0.4928,36963,0.03632807,110105,0.4746,0.313782283
Washington County,AR,220328,25900,254,5143,1992,27.5,0.5,47452,0.147575237,2191755,0.4909,0.115282669
Independence County,AR,36731,3283,107,5063,1983,29.5,0.4867,39945,0.081830722,276660,0.4691,0.29130707
Yell County,AR,21302,2863,56,5149,1984,23.4,0.4964,39696,0.045906902,168435,0.44,0.262886114
Saline County,AR,114948,9520,131,5125,1994,24.7,0.4927,58985,0.121246883,1399575,0.3959,0.113964575
Union County,AR,39578,3006,85,5139,1975,29.7,0.486,41106,0.07026247,288845,0.4794,0.214765779
Lonoke County,AR,70552,5330,97,5085,1994,26.9,0.4921,57290,0.07216908,875900,0.3938,0.137487243
Garland County,AR,97065,7574,187,5051,1982,33.2,0.4824,41672,0.103085117,813860,0.4887,0.192654407
Pope County,AR,62688,6664,74,5115,1986,29.3,0.4951,40668,0.085933979,478995,0.465,0.118044921
Faulkner County,AR,119967,9724,121,5045,1995,29.8,0.4897,50316,0.121776119,1311585,0.4552,0.10086107
Hot Spring County,AR,33049,4121,61,5059,1981,29.5,0.5165,40626,0.062470838,334625,0.4474,0.18457442
Logan County,AR,21525,1798,13,5083,1978,23.8,0.4937,37982,0.040131941,198455,0.4443,0.06039489
Crittenden County,AR,48434,5091,79,5035,1981,32.3,0.4729,38558,0.06537261,383515,0.4501,0.16310856
Sebastian County,AR,125415,12431,190,5131,1977,27.9,0.4882,40932,0.074315553,1011385,0.4865,0.15149703
Scott County,AR,10428,788,14,5127,1981,33.6,0.4998,37396,0.059758318,72445,0.4408,0.134253932
Monroe County,AR,7298,619,13,5095,1976,29.8,0.4629,31584,0.02367531,58765,0.4757,0.178130995
Chicot County,AR,10868,1506,35,5017,1977,31.6,0.4906,32412,0.043140767,78310,0.5589,0.322046375
Madison County,AR,15723,1228,16,5087,1984,26.6,0.5032,42894,0.050759219,198600,0.4626,0.10176175
Pike County,AR,10761,841,15,5109,1981,26.2,0.4971,36893,0.090375992,118785,0.4251,0.13939225
Franklin County,AR,17552,1357,29,5047,1981,29.8,0.4872,39472,0.031237445,165415,0.4274,0.165223336
Montgomery County,AR,8998,621,22,5097,1981,24,0.4953,35252,0.066847713,92340,0.4362,0.244498778
Polk County,AR,20011,1552,51,5113,1982,26.8,0.4883,33870,0.057790269,159890,0.4395,0.254859827
Searcy County,AR,7880,576,14,5129,1979,34.4,0.5085,36716,0.074041428,83435,0.4626,0.177664975
Nevada County,AR,8422,652,22,5099,1975,32.1,0.5211,36995,0.062005022,93470,0.4077,0.261220613
Greene County,AR,43555,5140,60,5055,1984,27.3,0.4934,45566,0.060052931,365170,0.4147,0.137756859
St. Francis County,AR,26392,3177,28,5123,1980,31.3,0.5495,33102,0.04893576,159195,0.4649,0.106092755
Columbia County,AR,23665,1803,47,5027,1977,27.9,0.4792,37072,0.0798474,163850,0.4725,0.198605536
Crawford County,AR,61392,5639,76,5033,1987,28,0.4924,43504,0.054077577,560320,0.4335,0.123794631
White County,AR,77599,5970,77,5145,1990,28.2,0.4911,44074,0.095232927,747545,0.4668,0.099228083
Clark County,AR,22305,1658,30,5019,1981,29.3,0.4755,37144,0.097999701,208500,0.451,0.134498991
Boone County,AR,36582,3018,72,5009,1979,27.1,0.489,40727,0.077019021,288465,0.4367,0.196818107
Cleburne County,AR,25145,1623,45,5023,1988,28.9,0.4926,42312,0.08808406,244825,0.4688,0.17896202
Craighead County,AR,102939,11612,154,5031,1990,28.8,0.4871,45672,0.109862714,847655,0.4824,0.149603163
Marion County,AR,16179,796,27,5089,1982,28.8,0.4916,36113,0.082620441,110650,0.4189,0.166882996
Miller County,AR,43127,3147,27,5091,1982,31.4,0.4932,41862,0.062264391,322580,0.4507,0.062605792
Mississippi County,AR,42670,4913,101,5093,1975,28.4,0.4831,36417,0.046544991,293670,0.4755,0.236700258
Johnson County,AR,25804,2297,26,5071,1984,29.3,0.4962,35758,0.064620037,197950,0.4478,0.100759572
Jefferson County,AR,70794,7535,140,5069,1976,29.4,0.4925,37630,0.067280354,539280,0.4664,0.197756872
Carroll County,AR,27516,2419,35,5015,1985,25.7,0.4907,39686,0.101383751,207865,0.4371,0.127198721
Pulaski County,AR,387625,30714,457,5119,1979,29.4,0.4793,48850,0.169819463,3560625,0.4986,0.117897452
Benton County,AR,248135,23248,312,5007,1994,23,0.4949,61271,0.135543266,2270965,0.4505,0.125738006
Apache County,AZ,70644,8705,278,4001,1986,18,0.4938,32360,0.042423171,451560,0.4883,0.393522451
Santa Cruz County,AZ,45715,7104,132,4023,1987,30.6,0.4795,39630,0.080612898,385395,0.487,0.288745488
La Paz County,AZ,20271,2049,46,4012,1985,26.5,0.5142,36479,0.056864415,75090,0.4323,0.226925164
Gila County,AZ,52744,5448,167,4007,1983,27.1,0.4946,41179,0.108423111,311280,0.4442,0.316623692
Yuma County,AZ,201161,33447,633,4027,1992,28.2,0.5136,43253,0.06482016,1452400,0.4443,0.314673321
Graham County,AZ,37236,4417,58,4009,1984,25.8,0.5367,48173,0.06018921,240735,0.4149,0.15576324
Coconino County,AZ,137229,14196,246,4005,1988,32.4,0.4924,53523,0.149743787,1121650,0.4803,0.179262401
Greenlee County,AZ,9203,487,4,4011,1976,10,0.5334,56298,0.031770045,63880,0.4008,0.043464088
Mohave County,AZ,203060,16899,439,4015,1992,28.6,0.5041,41567,0.063089546,1348735,0.4451,0.216192258
Yavapai County,AZ,219458,14989,325,4025,1992,30.3,0.4892,48259,0.159785848,1758825,0.4447,0.148092118
Cochise County,AZ,124989,9691,191,4003,1984,28.6,0.5066,47847,0.127073542,907325,0.4449,0.152813448
Navajo County,AZ,106275,13548,392,4017,1987,27.8,0.5008,38798,0.070699446,657830,0.4773,0.368854387
Pinal County,AZ,400836,37135,490,4021,2002,29.3,0.5219,52628,0.091552181,4170965,0.4287,0.122244509
Pima County,AZ,995337,91740,1422,4019,1984,31.6,0.4921,48676,0.171012433,10015230,0.4725,0.142866185
Maricopa County,AZ,4104987,425844,6443,4013,1989,29.3,0.4946,58580,0.153302106,45946615,0.4679,0.15695543
Sierra County,CA,2852,40,0,6091,1969,31.7,0.5158,44190,0.120318725,,0.4824,0
Alpine County,CA,1201,71,0,6003,1982,23.1,0.552,63438,0.117567568,,0.4981,0
Modoc County,CA,8951,281,3,6049,1974,29.1,0.5167,39296,0.070162107,39925,0.4354,0.033515808
Mariposa County,CA,17485,320,4,6043,1982,31.3,0.5019,51385,0.154658531,190695,0.4492,0.022876752
Stanislaus County,CA,527887,42413,749,6099,1980,33.2,0.4944,54260,0.066027253,5724585,0.4493,0.141886426
Nevada County,CA,97940,3199,73,6057,1983,34.1,0.493,60610,0.223733174,899830,0.4639,0.07453543
Del Norte County,CA,27033,840,2,6015,1978,29.3,0.5469,41287,0.07839672,111490,0.481,0.007398365
Yolo County,CA,210378,10620,131,6113,1980,33.4,0.4874,61621,0.204251792,2065665,0.4905,0.062268868
Butte County,CA,223187,9474,121,6007,1978,36.7,0.4955,46516,0.114919426,1713740,0.4868,0.054214627
